Gene_id,Ref_gene_id,Locus,Stol-veg-CT_FPKM,Stol-veg-SS_FPKM,Ssen-veg-CT_FPKM,Ssen-veg-SS_FPKM,Stol-rep-CT_FPKM,Stol-rep-SS_FPKM,Ssen-rep-CT_FPKM,Ssen-rep-SS_FPKM
XLOC_008649,Ca_07165,Ca3:28551209-28562499,19.654,8.58312,7.01575,12.3343,6.60763,6.64487,7.61147,6.52453
XLOC_007242,Ca_07166,Ca3:28582162-28582621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_007243,Ca_07167,Ca3:28583975-28587782,3.63748,1.64589,0.715692,1.90743,2.23798,1.74978,1.40591,1.5018
XLOC_007244,Ca_07168,Ca3:28592300-28597063,0.00742727,0.137218,0.0228532,0.0578275,0.103504,0.204108,0.409425,0.0925598
XLOC_008650,Ca_07168,Ca3:28592300-28597063,0.727818,1.27579,0.0,1.08625,0.105115,0.0100457,4.46431,0.0281072
XLOC_008651,Ca_07169,Ca3:28597468-28610084,1.36428,0.809887,0.376285,0.631182,1.2748,1.63105,0.623886,0.853256
XLOC_008652,Ca_07170,Ca3:28611883-28617580,29.4341,9.21259,15.0707,17.6432,10.6768,9.76288,15.9244,17.8403
XLOC_007245,Ca_07171,Ca3:28633173-28633509,0.0,0.0,0.0449909,0.0,0.44302,0.168474,0.510538,0.144102
XLOC_008653,Ca_07172,Ca3:28638740-28645267,0.684108,0.416368,0.168532,0.0727122,0.442186,0.525486,0.129905,0.123452
XLOC_007246,Ca_07173,Ca3:28645629-28646930,2.81772,6.10077,0.999175,2.46268,4.81688,6.78987,3.44806,3.20703
XLOC_007247,Ca_07174,Ca3:28648175-28652682,0.0,0.0,0.0,0.0,0.017397,0.0614884,0.0138263,0.00458489
XLOC_007248,Ca_07175,Ca3:28658650-28681590,23.5945,13.9329,8.31343,17.0829,3.13981,4.60748,7.86036,6.83362
XLOC_007249,Ca_07176,Ca3:28704134-28707687,3.14076,2.25176,0.174782,1.67059,1.62952,1.10535,0.990639,0.712998
XLOC_008655,Ca_07177,Ca3:28714247-28716657,36.3814,15.4125,19.5923,20.6924,12.343,15.3188,25.7033,23.8436
XLOC_007251,Ca_07178,Ca3:28720553-28724686,0.545038,0.23309,0.614123,0.213684,0.354764,0.519668,0.210504,0.205234
XLOC_007252,Ca_07179,Ca3:28746137-28749056,0.330697,0.0455229,0.0160988,0.0,0.0123719,0.0424072,0.133747,0.0518806
XLOC_007253,Ca_07180,Ca3:28751461-28753345,6.96847,3.29882,3.31933,3.75396,3.48468,3.08952,6.66808,5.93979
XLOC_008656,Ca_07181,Ca3:28754526-28758139,67.8609,16.3829,11.0738,18.5849,9.97862,3.51662,7.97818,5.66614
XLOC_007254,Ca_07182,Ca3:28759991-28760219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_007255,Ca_07183,Ca3:28763467-28768809,65.6689,13.6755,5.05205,30.1805,5.66887,5.1416,18.9846,8.64103
XLOC_007256,Ca_07184,Ca3:28769884-28772596,9.26351,1.81268,2.95494,3.72086,3.59678,2.34993,3.67538,3.69008
XLOC_008657,Ca_07185,Ca3:28773527-28777446,5.57527,7.21244,2.83802,4.42068,4.01832,3.98811,5.28468,4.67978
XLOC_007257,Ca_07186,Ca3:28782025-28782400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008658,Ca_07187,Ca3:28789274-28790396,1.03196,0.387253,0.071273,0.0987753,1.14831,0.80189,0.333241,0.403413
XLOC_007258,Ca_07188,Ca3:28800609-28800984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008659,Ca_07189,Ca3:28807139-28812438,0.0,0.0626264,0.228519,0.0178497,0.0585641,0.0677121,0.056866,0.0651813
XLOC_008660,Ca_07190,Ca3:28816792-28824340,0.453405,0.324534,0.353221,0.289377,0.2783,0.575676,0.241737,0.360056
XLOC_008660,Ca_07191,Ca3:28816792-28824340,0.453405,0.324534,0.353221,0.289377,0.2783,0.575676,0.241737,0.360056
XLOC_008661,Ca_07192,Ca3:28827491-28829564,1.30405,3.55714,1.85467,4.46556,5.16854,14.4073,2.19115,4.26786
XLOC_007260,Ca_07193,Ca3:28845725-28848909,301.831,41.6737,56.3834,131.394,15.7439,16.1279,84.3782,54.0471
XLOC_007261,Ca_07194,Ca3:28850105-28853666,0.0186067,0.0,0.0,0.0,0.0322484,0.0725575,0.117352,0.0400483
XLOC_007262,Ca_07195,Ca3:28866185-28869613,5.96631,4.35581,1.73501,4.80447,2.33618,3.79954,15.582,4.63002
XLOC_007263,Ca_07196,Ca3:28873797-28875774,1.39893,3.9883,1.78714,2.29994,3.31561,2.80618,2.47087,5.90846
XLOC_008662,Ca_07197,Ca3:28919670-28920114,0.190253,0.0432597,0.0382626,0.055688,0.130611,0.0925786,0.0399305,0.0650521
XLOC_008663,Ca_07198,Ca3:28924852-28927954,2.36892,1.38115,2.79388,0.872286,1.31743,1.73178,1.68984,1.03288
XLOC_007264,Ca_07199,Ca3:28932558-28937713,0.043034,0.470782,0.251763,0.650627,0.45059,1.53619,0.159175,0.144225
XLOC_007265,Ca_07200,Ca3:28938545-28941420,3.55303,7.16139,2.35063,2.51732,3.12257,3.13722,8.16185,3.39356
XLOC_008664,Ca_07201,Ca3:28942716-28946069,0.00800141,0.00594541,0.132817,0.0,0.0153148,0.0470389,0.0229856,0.00558679
XLOC_007266,Ca_07202,Ca3:28949774-28950083,19.5217,21.4167,30.164,36.4035,4.75807,4.45924,143.091,30.3811
XLOC_008665,Ca_07203,Ca3:28956092-28956887,0.117189,0.213495,0.0,0.0,1.27144,0.0,0.0389491,0.0
XLOC_008666,Ca_07204,Ca3:28959396-28966139,4.06063,1.62538,1.78578,1.56224,1.35573,2.00154,1.80965,1.56011
XLOC_007267,Ca_07205,Ca3:28986327-28988266,29.7996,17.335,31.9156,23.3302,64.63,35.7894,34.0458,38.3268
XLOC_008667,Ca_07206,Ca3:28989419-28992738,1.61025,0.716554,0.239407,0.908569,0.49662,0.76752,0.627392,0.660727
XLOC_007268,Ca_07207,Ca3:28993499-29023055,7.34698,4.4314,79.3816,3.06431,2.09421,2.25676,2.57287,2.44466
XLOC_007268,Ca_07208,Ca3:28993499-29023055,7.34698,4.4314,79.3816,3.06431,2.09421,2.25676,2.57287,2.44466
XLOC_008669,Ca_07208,Ca3:28993499-29023055,0.0,0.0,0.0,55654.7,0.0,0.0,0.0,0.0
XLOC_008668,Ca_07208,Ca3:28993499-29023055,43.9585,18.6118,285.508,6.19148,2.32712,0.152725,1.42221,1.56477
XLOC_007269,Ca_07209,Ca3:29029520-29041790,2.90867,2.30337,1.74685,1.73133,2.30483,2.33075,1.98682,2.16628
XLOC_008670,Ca_07210,Ca3:29045426-29048140,0.144151,0.754461,0.142009,0.585314,0.573197,0.909146,0.462643,0.569834
XLOC_008671,Ca_07211,Ca3:29055969-29060771,0.480508,0.637822,0.607401,0.652308,1.2455,1.19519,0.698095,0.72791
XLOC_007270,Ca_07212,Ca3:29061790-29073704,29.0583,8.7176,12.3487,12.469,9.9647,6.65364,19.3034,12.7953
XLOC_007271,Ca_07213,Ca3:29097975-29099451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008672,Ca_07214,Ca3:29101255-29103471,2.93243,0.596916,0.0704975,0.574257,0.644673,0.712578,0.632508,0.448346
XLOC_007272,Ca_07215,Ca3:29105479-29114664,1.77942,0.905472,1.87059,0.948379,1.00616,1.95668,0.983655,1.1575
XLOC_007273,Ca_07216,Ca3:29120636-29123603,0.0,0.0,0.0,0.0,0.0873583,0.0,0.0,0.00952652
XLOC_007274,Ca_07217,Ca3:29125456-29131771,1.78391,1.24971,2.9873,4.50757,1.15252,1.93073,1.85589,1.2975
XLOC_008673,Ca_07217,Ca3:29125456-29131771,18.4564,6.70097,104.24,5.9859,2.04186,1.58627,2.08745,1.93406
XLOC_007275,Ca_07218,Ca3:29133969-29146153,0.222099,0.440159,0.424934,0.378067,0.368202,0.734532,0.378534,0.427935
XLOC_007276,Ca_07219,Ca3:29150194-29154348,0.120634,0.527063,0.12748,0.585521,2.36549,1.10789,1.10357,0.687911
XLOC_008674,Ca_07220,Ca3:29154935-29160508,0.0938012,0.0880207,0.0170691,0.0499954,0.168677,0.28225,0.0608422,0.0538332
XLOC_008675,Ca_07221,Ca3:29170411-29173633,0.824949,2.33912,2.97066,2.01434,2.34811,1.75645,1.41911,1.5419
XLOC_007277,Ca_07222,Ca3:29175051-29180185,54.871,21.0584,25.7054,19.4353,10.0175,4.91833,14.6539,13.0328
XLOC_007277,Ca_07223,Ca3:29175051-29180185,54.871,21.0584,25.7054,19.4353,10.0175,4.91833,14.6539,13.0328
XLOC_008676,Ca_07224,Ca3:29181128-29184649,0.0717846,0.0208767,0.0437006,0.0577545,0.0827172,0.366104,0.0904747,0.153002
XLOC_008677,Ca_07225,Ca3:29188939-29192509,0.268936,0.501509,0.116309,0.0817547,0.0998497,0.130884,0.0847991,0.120024
XLOC_008678,Ca_07226,Ca3:29195271-29205548,0.0,0.0,0.0,0.0,0.0,0.0447198,0.0,0.0286736
XLOC_008679,Ca_07226,Ca3:29195271-29205548,0.217954,0.143047,0.577219,0.489331,0.186714,0.165714,0.254605,0.414551
XLOC_007279,Ca_07227,Ca3:29206780-29207212,0.0,0.0,0.0,0.0,0.0,0.0213509,0.0,0.0
XLOC_008681,Ca_07228,Ca3:29216382-29219717,5.48293,3.62387,2.8971,3.2986,6.48721,5.39221,3.93598,4.04773
XLOC_007280,Ca_07229,Ca3:29224101-29226309,11.404,7.17511,8.32485,9.43405,5.69015,7.18952,7.24928,10.3301
XLOC_008682,Ca_07229,Ca3:29224101-29226309,0.0233855,0.0353472,0.0127645,0.0800642,0.0643838,0.135236,0.0424084,0.0569053
XLOC_007281,Ca_07230,Ca3:29229349-29232161,0.353544,0.322407,0.488157,0.277588,10.2028,7.26859,0.620169,1.31627
XLOC_008683,Ca_07231,Ca3:29234397-29242283,0.230234,0.414316,0.114082,0.142231,0.159977,0.341794,0.100286,0.14055
XLOC_007282,Ca_07232,Ca3:29244062-29248753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_007283,Ca_07233,Ca3:29252554-29257274,1.77023,0.790101,0.547583,0.789429,1.15943,1.24088,1.06012,0.850352
XLOC_007284,Ca_07234,Ca3:29261995-29264453,2.8193,3.59281,3.79727,3.01858,3.61031,5.22309,7.68508,4.66424
XLOC_008684,Ca_07235,Ca3:29264746-29297352,1.46895,2.90804,3.49048,2.30657,2.85967,4.14112,2.81498,3.2116
XLOC_008684,Ca_07236,Ca3:29264746-29297352,1.46895,2.90804,3.49048,2.30657,2.85967,4.14112,2.81498,3.2116
XLOC_007285,Ca_07237,Ca3:29299333-29304432,0.0,0.0,0.0533811,0.0,0.0785866,0.0816709,0.425731,0.0409354
XLOC_008685,Ca_07237,Ca3:29299333-29304432,0.150051,0.359106,0.283394,0.39296,0.477748,0.722867,0.385525,0.43277
XLOC_008686,Ca_07238,Ca3:29307197-29313883,1.33145,1.19257,0.916057,0.942099,0.757803,1.25707,1.05386,0.901399
XLOC_008687,Ca_07239,Ca3:29346730-29362394,5.3091,5.28012,4.11114,3.75808,4.57504,5.81454,2.75509,3.35702
XLOC_008687,Ca_07240,Ca3:29346730-29362394,5.3091,5.28012,4.11114,3.75808,4.57504,5.81454,2.75509,3.35702
XLOC_008689,Ca_07241,Ca3:29376827-29380020,1.83945,0.983263,0.816028,0.95516,0.616861,0.521806,0.638178,0.661868
XLOC_008690,Ca_07242,Ca3:29381964-29386181,10.0306,3.19687,1.27617,3.10235,2.71476,2.51323,3.57539,2.58245
XLOC_007288,Ca_07243,Ca3:29390074-29390815,0.0,0.0,0.0,0.0,0.0,0.0207449,0.0,0.025572
XLOC_008691,Ca_07244,Ca3:29391024-29393319,10.111,5.70628,1.99623,2.98367,3.14907,2.76823,5.12402,0.679991
XLOC_007289,Ca_07244,Ca3:29391024-29393319,0.534019,0.0,0.280621,0.401548,0.429401,0.0,0.000144317,1.10068
XLOC_008692,Ca_07245,Ca3:29395269-29412042,3.22591,2.78474,1.52846,1.62824,2.1584,3.65728,2.4203,1.88394
XLOC_007290,Ca_07246,Ca3:29413985-29421767,0.015242,0.00663208,0.645299,0.0,0.046886,0.0637258,0.0473638,0.0294063
XLOC_008693,Ca_07246,Ca3:29413985-29421767,3.35523,3.33944,1.03798,1.53856,2.69191,3.82413,2.71474,2.55412
XLOC_007291,Ca_07247,Ca3:29422497-29423496,0.0697797,0.0,0.0,0.0,0.0312009,0.164229,0.181001,0.0771666
XLOC_007292,Ca_07248,Ca3:29436866-29441082,4.23209,3.71761,1.29023,2.41461,2.76941,5.27283,5.03267,3.28426
XLOC_008694,Ca_07249,Ca3:29442285-29442899,0.139489,0.354279,0.592157,4.35071,1.75399,0.692552,3.72512,2.50935
XLOC_008695,Ca_07250,Ca3:29445823-29447641,258.639,182.234,62.6498,58.8917,68.0169,29.4036,63.4894,70.5804
XLOC_008696,Ca_07251,Ca3:29455810-29470227,0.115917,0.0267585,0.00503141,0.0148712,0.0538063,0.0229101,0.0128355,0.0148032
XLOC_008697,Ca_07252,Ca3:29475191-29477005,0.108448,0.0461868,0.157958,0.0,1.88042,0.506768,0.0424324,0.0612714
XLOC_007294,Ca_07253,Ca3:29483949-29484243,0.409295,1.51258,0.129626,0.162147,0.684663,2.55047,0.858818,0.81123
XLOC_008698,Ca_07254,Ca3:29485481-29488257,0.0213155,0.0342948,0.0,0.0497663,0.0794055,0.37283,0.103265,0.160232
XLOC_008699,Ca_07255,Ca3:29496767-29501572,850.095,414.847,43.1271,384.444,53.6218,23.7611,59.2264,52.8771
XLOC_008700,Ca_07256,Ca3:29507748-29512269,4.82441,6.61446,6.43006,6.1411,23.7223,26.0715,5.48439,6.20611
XLOC_008701,Ca_07257,Ca3:29523201-29528211,0.513162,2.49885,0.147038,5.71608,1.11373,1.75035,0.649908,0.858598
XLOC_008702,Ca_07258,Ca3:29529603-29533501,0.078906,0.0355138,0.0798057,0.279941,0.297305,0.132804,0.166337,0.149419
XLOC_007295,Ca_07259,Ca3:29540139-29543474,5.9402,3.65089,5.01696,2.11863,14.2961,7.95264,3.46317,2.46035
XLOC_008703,Ca_07260,Ca3:29546243-29550096,1.50258,0.931786,0.21584,0.201219,1.6667,0.66808,0.343953,0.322767
XLOC_007296,Ca_07261,Ca3:29566921-29571246,50.6682,14.1047,17.9748,21.4872,8.96425,5.73465,15.6554,10.1513
XLOC_008704,Ca_07262,Ca3:29573262-29593300,1.43383,0.448513,0.509243,0.291491,0.317817,0.327068,0.226363,0.305675
XLOC_007297,Ca_07263,Ca3:29573262-29593300,1.09796,1.67985,1.10608,2.11133,2.48595,3.19899,1.92542,1.92223
XLOC_007299,Ca_07264,Ca3:29600258-29601128,0.0,0.0,0.0,0.0,0.00601525,0.0433243,0.00943243,0.0
XLOC_008705,Ca_07265,Ca3:29601453-29608457,0.963611,1.15227,0.51692,0.687389,1.00548,1.32902,0.904482,0.667701
XLOC_007300,Ca_07265,Ca3:29601453-29608457,0.846927,0.196296,0.55205,1.06847,0.755135,0.348115,0.514911,0.589899
XLOC_008706,Ca_07266,Ca3:29609948-29612793,178.326,39.9841,30.4693,34.4204,14.2025,7.84,21.0598,13.34
XLOC_008707,Ca_07267,Ca3:29615123-29616417,0.256355,0.423814,0.0,0.151227,0.237554,0.467041,0.233,0.0950025
XLOC_007301,Ca_07268,Ca3:29624641-29631230,21.1601,7.86784,6.80872,7.47198,7.49073,5.5279,8.9649,4.64772
XLOC_007302,Ca_07269,Ca3:29637826-29640052,0.152741,0.344781,0.619785,0.694813,1.42337,2.45151,1.64739,1.92398
XLOC_008708,Ca_07270,Ca3:29660920-29661127,5.76893,1.86278,14.8437,6.98123,19.5261,12.9762,12.8625,15.2639
XLOC_008709,Ca_07271,Ca3:29668279-29669550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_007303,Ca_07272,Ca3:29675152-29680900,0.0,0.0,0.0,0.0,0.0,0.273686,0.0,0.0
XLOC_008710,Ca_07273,Ca3:29675152-29680900,0.585106,1.4528,0.867532,0.896923,2.96828,5.07744,1.24737,1.76065
XLOC_007304,Ca_07274,Ca3:29688780-29691577,775.552,115.366,269.782,450.474,36.4465,29.6407,97.5494,123.175
XLOC_007305,Ca_07275,Ca3:29700788-29704092,0.131385,0.685083,0.0356526,0.239064,0.520886,1.42348,0.518547,0.348493
XLOC_007306,Ca_07276,Ca3:29706291-29710302,343.074,66.7611,232.917,218.475,72.2167,51.5746,94.1962,129.738
XLOC_008711,Ca_07277,Ca3:29711537-29716751,1.5525,1.22041,1.3005,1.00321,4.97854,6.24987,1.6946,1.82969
XLOC_008712,Ca_07278,Ca3:29719099-29719366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008713,Ca_07279,Ca3:29723826-29733144,2.94697,4.3708,2.00996,1.79269,2.27339,2.83376,6.39885,3.73341
XLOC_008713,Ca_07280,Ca3:29723826-29733144,2.94697,4.3708,2.00996,1.79269,2.27339,2.83376,6.39885,3.73341
XLOC_008714,Ca_07281,Ca3:29736325-29745928,2.38125,1.73225,3.75991,1.86823,1.8787,1.59912,2.27311,1.90064
XLOC_008714,Ca_07282,Ca3:29736325-29745928,2.38125,1.73225,3.75991,1.86823,1.8787,1.59912,2.27311,1.90064
XLOC_008715,Ca_07283,Ca3:29755962-29760942,10.1321,4.15169,6.79315,6.37057,5.22303,5.3443,6.86068,6.29344
XLOC_007307,Ca_07284,Ca3:29764035-29766508,0.23933,1.34583,0.809881,1.98475,3.33321,5.81172,3.75501,3.44115
XLOC_007308,Ca_07285,Ca3:29776837-29777789,5.60973,1.59764,0.0426457,1.07637,1.279,0.622382,1.89736,0.355046
XLOC_007309,Ca_07286,Ca3:29794161-29795917,0.412809,0.47338,0.372228,0.391818,1.18889,0.113908,0.0565195,0.154109
XLOC_007310,Ca_07287,Ca3:29798053-29800018,15.5381,2.9547,1.1148,5.63362,0.160827,0.284875,0.833097,1.25297
XLOC_007311,Ca_07288,Ca3:29801129-29804817,26.3931,7.91545,11.1909,9.74969,3.50501,2.54349,9.58118,3.9942
XLOC_007312,Ca_07289,Ca3:29805404-29807509,5.6916,3.3987,9.47391,7.91075,12.4208,7.90902,36.3484,21.4792
XLOC_008716,Ca_07290,Ca3:29820649-29821657,9.22804,3.08805,37.5594,0.907416,12.0183,6.79565,2.36347,8.38737
XLOC_008717,Ca_07291,Ca3:29834930-29835920,55.3652,25.5428,25.3363,62.7572,3.39725,3.92171,165.674,19.7216
XLOC_008718,Ca_07292,Ca3:29839773-29846335,5.58598,3.92633,2.91701,6.02292,1.76489,2.52723,2.83239,3.08889
XLOC_008719,Ca_07293,Ca3:29856032-29859896,43.6221,11.6681,8.64629,12.8488,12.3693,5.51632,10.4637,9.31061
XLOC_007313,Ca_07294,Ca3:29863422-29866362,0.443036,0.6923,0.395385,0.26748,0.310075,0.536822,0.160125,0.251632
XLOC_007314,Ca_07295,Ca3:29868548-29876001,38.0401,11.0259,8.19914,12.1029,7.09734,4.796,7.59302,5.55683
XLOC_008720,Ca_07296,Ca3:29877322-29879205,0.0,0.0286577,0.0476829,0.0,0.0431648,0.192108,0.179948,0.0503752
XLOC_008721,Ca_07297,Ca3:29880869-29883979,184.756,39.8751,36.5694,68.5039,30.6746,19.3095,48.1435,33.256
XLOC_008722,Ca_07298,Ca3:29886938-29892513,1.6097,0.856048,0.273586,0.649065,0.109824,0.193499,0.736486,0.361341
XLOC_008723,Ca_07299,Ca3:29894999-29898957,1.16368,0.54399,0.630865,0.476752,0.121457,0.52332,0.189364,0.442333
XLOC_008724,Ca_07300,Ca3:29904014-29906140,3.73354,1.39724,2.13939,1.981,4.45065,2.97067,3.94478,2.58873
XLOC_008725,Ca_07301,Ca3:29908042-29910783,0.654022,0.346078,0.0557376,0.286775,0.385163,0.226979,0.151851,0.197446
XLOC_008726,Ca_07302,Ca3:29912271-29916156,0.562293,0.204841,0.382411,0.0358515,0.141707,0.120882,0.111627,0.115669
XLOC_008727,Ca_07303,Ca3:29916671-29918628,0.0,0.0121687,0.0168512,0.0,0.0560843,0.0278883,0.0,0.00843706
XLOC_008728,Ca_07304,Ca3:29929811-29933238,0.543356,0.717874,0.225313,0.926026,2.33944,1.87903,0.46477,0.945765
XLOC_007315,Ca_07305,Ca3:29944639-29945080,0.0,0.453921,0.0566417,0.155391,1.83762,0.995732,0.872599,1.29278
XLOC_007316,Ca_07306,Ca3:29958725-29968514,0.468995,0.596937,0.367021,0.874279,0.440507,1.27,0.349236,0.401368
XLOC_007317,Ca_07307,Ca3:29972206-29975296,104.249,18.4054,35.2483,40.5477,9.5022,5.28977,16.7851,18.5124
XLOC_008729,Ca_07308,Ca3:29977597-29978377,3.04752,0.157804,0.120007,0.706557,0.574371,0.246915,0.279117,0.199177
XLOC_008730,Ca_07309,Ca3:29981842-29982675,3.54123,0.872049,1.32949,1.92879,1.78791,0.798972,0.888482,0.343683
XLOC_007318,Ca_07310,Ca3:29985999-29992890,1046.09,235.694,394.2,418.09,161.933,91.7064,191.082,203.642
XLOC_007319,Ca_07311,Ca3:29993784-29999240,2.5145,1.63444,0.835647,1.37951,1.34764,1.25634,1.77243,1.3298
XLOC_007320,Ca_07312,Ca3:30000029-30000787,3.9572,1.89289,0.0266806,0.948822,0.674259,0.348153,1.50012,0.2282
XLOC_007321,Ca_07313,Ca3:30002651-30004619,0.0,0.0,0.0,0.0,0.0116741,0.00402978,0.0,0.0
XLOC_007322,Ca_07314,Ca3:30009630-30012594,0.436412,0.0835114,0.0317433,0.0364801,0.138416,0.251106,0.158685,0.153454
XLOC_007323,Ca_07315,Ca3:30014428-30016292,0.0,0.0,0.0,0.00989326,0.0493282,0.0361113,0.0,0.00559596
XLOC_007324,Ca_07316,Ca3:30018093-30019302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008731,Ca_07317,Ca3:30019667-30022378,71.7398,28.539,4.1876,10.4802,11.6258,9.04009,6.52074,4.08898
XLOC_007325,Ca_07318,Ca3:30026618-30030787,1.62284,1.00967,0.229617,1.40699,0.855029,1.26573,0.662262,0.737303
XLOC_007326,Ca_07319,Ca3:30034214-30040036,4.00861,2.11678,1.68661,1.69492,1.45947,1.96362,1.7014,1.86699
XLOC_008732,Ca_07320,Ca3:30048877-30051199,0.368107,0.931406,0.576736,0.939347,1.45129,1.89858,0.892859,0.969144
XLOC_007328,Ca_07321,Ca3:30062369-30066102,7.28057,3.15227,3.02534,5.98613,2.26465,2.08345,3.40115,4.01727
XLOC_007329,Ca_07322,Ca3:30080917-30082393,1.96456,2.39704,0.655863,2.26321,0.487605,1.42825,1.74054,1.25555
XLOC_008733,Ca_07323,Ca3:30084456-30087725,0.310438,1.55625,0.772895,1.14977,2.02808,2.97747,1.67898,0.82645
XLOC_007330,Ca_07324,Ca3:30100956-30105109,1.28835,1.69469,2.61148,0.817102,2.70298,2.39402,1.8542,1.63218
XLOC_007331,Ca_07325,Ca3:30107587-30109419,0.320214,0.32236,3.16744,0.950136,0.364437,2.70814,1.5578,4.85447
XLOC_008734,Ca_07326,Ca3:30111876-30114045,39.2705,15.7533,16.7779,17.8894,13.235,8.18578,14.6795,15.903
XLOC_007332,Ca_07327,Ca3:30116821-30126077,4.58743,2.58815,3.09001,5.38037,0.969466,0.705546,1.70135,1.48747
XLOC_008735,Ca_07328,Ca3:30126326-30130242,6.26653,3.30318,2.09377,2.58033,2.83193,2.27161,2.72161,2.1461
XLOC_007333,Ca_07329,Ca3:30135183-30139272,12.6013,4.24361,5.97497,5.38277,7.12452,6.7724,5.51113,7.76877
XLOC_007334,Ca_07330,Ca3:30140674-30144451,0.38287,0.173691,0.00416448,0.221935,0.052136,0.119241,0.0510055,0.052395
XLOC_007335,Ca_07331,Ca3:30144715-30149730,7.04885,6.34255,2.19568,5.10851,5.94556,6.89179,9.99668,4.08417
XLOC_007335,Ca_07332,Ca3:30144715-30149730,7.04885,6.34255,2.19568,5.10851,5.94556,6.89179,9.99668,4.08417
XLOC_007336,Ca_07333,Ca3:30162782-30170567,2.06712,1.53824,0.835168,1.70798,1.04833,1.45674,0.894402,0.726817
XLOC_008736,Ca_07334,Ca3:30173073-30175027,12.2276,5.90134,5.53516,8.71951,4.02347,2.96259,5.70815,5.22802
XLOC_007337,Ca_07335,Ca3:30178694-30179225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLOC_008737,Ca_07336,Ca3:30193843-30213394,0.726797,0.935257,0.941762,0.961524,1.26371,3.36465,0.900372,0.798509
XLOC_008738,Ca_07337,Ca3:30216885-30226253,3.60081,3.1867,2.06772,1.87582,2.92548,3.45509,2.89092,2.28382
XLOC_008739,Ca_07338,Ca3:30235311-30235884,24.7485,6.09236,53.5498,8.83554,56.9894,24.3967,33.2196,26.4173
XLOC_008740,Ca_07339,Ca3:30258166-30259916,25.8159,39.335,31.1593,26.2024,10.5353,49.0426,258.878,96.883
XLOC_008741,Ca_07340,Ca3:30270766-30271288,23.4172,8.99436,2.65493,4.84049,10.0037,5.0428,6.5049,2.45762
XLOC_007338,Ca_07341,Ca3:30278663-30280676,16.4854,5.2249,3.96117,4.875,5.58335,2.57671,9.76892,7.43308
XLOC_008742,Ca_07342,Ca3:30285669-30286854,3.79354,1.25058,0.924686,1.86016,0.580057,0.709959,0.932268,1.34096
XLOC_007339,Ca_07343,Ca3:30293028-30298164,0.0,0.323967,0.490136,0.327142,0.304568,0.447136,0.120974,0.209113
XLOC_007340,Ca_07344,Ca3:30299785-30301708,5.85022,3.29873,8.331,3.0856,4.26483,2.22039,5.73855,3.40852
XLOC_007341,Ca_07345,Ca3:30305613-30317444,1.7672,1.15644,1.08667,0.854361,1.8161,1.37514,1.18582,1.15199
XLOC_008743,Ca_07346,Ca3:30305613-30317444,0.497616,1.28215,0.526375,0.679155,1.66683,2.53973,1.36628,1.44984
XLOC_007341,Ca_07347,Ca3:30305613-30317444,1.7672,1.15644,1.08667,0.854361,1.8161,1.37514,1.18582,1.15199
XLOC_008744,Ca_07348,Ca3:30305613-30317444,0.0422977,0.097099,0.0,0.0994845,0.0429243,0.143847,0.0166014,0.0556911
XLOC_007342,Ca_07349,Ca3:30318946-30320574,0.966688,1.19352,0.493309,1.62514,1.58388,1.79084,1.01401,1.10952
XLOC_008745,Ca_07350,Ca3:30320732-30327156,7.96063,1.40601,2.4372,3.29516,0.64616,0.167776,0.561354,1.05058
XLOC_008746,Ca_07351,Ca3:30335194-30335644,0.170385,0.0715089,0.0,0.0,0.466495,0.218823,0.0247883,0.0456039
XLOC_007343,Ca_07352,Ca3:30342943-30347041,39.0361,23.0311,6.52867,8.30343,10.9237,7.37236,9.15162,8.39911
XLOC_008747,Ca_07353,Ca3:30347934-30351015,0.287132,0.25906,0.500024,0.55421,0.631035,0.28937,0.448481,1.0458
XLOC_007344,Ca_07354,Ca3:30352689-30359119,170.647,35.3898,77.1433,65.0175,22.9831,13.9107,27.7355,25.0303
XLOC_007344,Ca_07355,Ca3:30352689-30359119,170.647,35.3898,77.1433,65.0175,22.9831,13.9107,27.7355,25.0303
XLOC_007345,Ca_07356,Ca3:30362774-30365246,17.0382,6.78283,11.6076,10.7672,9.50531,4.55909,14.1877,19.5614
XLOC_008748,Ca_07357,Ca3:30367614-30368382,2.69749,0.346847,0.720466,0.381404,0.451608,0.0966064,0.266931,0.364157
XLOC_008749,Ca_07358,Ca3:30375970-30376738,298.663,72.5739,145.869,216.826,16.0072,10.2434,74.3917,63.2064
XLOC_007346,Ca_07359,Ca3:30381725-30399899,1.75164,0.758974,0.598376,1.17602,0.55649,0.651692,1.18589,1.0726
