Transcript id,LOC id
Ca_06195,LOC101510342
Ca_06196,LOC101509262
Ca_06197,LOC101508629
Ca_06198,LOC101508947
Ca_06199,LOC101508109
Ca_06200,LOC101507787
Ca_06201,LOC101507257
Ca_06202,LOC101491828
Ca_06203,LOC101506931
Ca_06204,LOC101504997
Ca_06205,LOC101506165
Ca_06206,LOC101504236
Ca_06207,LOC101508041
Ca_06208,LOC101503367
Ca_06209,LOC101502545
Ca_06210,LOC101503037
Ca_06211,LOC101502727
Ca_06212,LOC101502424
Ca_06213,LOC101502102
Ca_06214,LOC101501455
Ca_06215,LOC113787582
Ca_06216,LOC101504571
Ca_06217,LOC101500720
Ca_06218,LOC101500080
Ca_06219,LOC101500410
Ca_06220,LOC101500410
Ca_06221,LOC101499762
Ca_06222,LOC101499023
Ca_06223,LOC101498698
Ca_06224,LOC101506169
Ca_06225,LOC101498356
Ca_06226,LOC101498025
Ca_06227,LOC101497700
Ca_06228,LOC101497370
Ca_06229,LOC101510995
Ca_06230,LOC105851062
Ca_06231,LOC105852934
Ca_06232,LOC101497037
Ca_06233,LOC101496729
Ca_06234,LOC101496397
Ca_06235,LOC101496067
Ca_06236,LOC101510675
Ca_06237,LOC101510344
Ca_06238,LOC101495744
Ca_06239,LOC101495413
Ca_06240,LOC101495083
Ca_06241,LOC101494441
Ca_06242,LOC101494134
Ca_06243,LOC101493389
Ca_06244,LOC101493066
Ca_06245,LOC101492502
Ca_06246,LOC101492164
Ca_06247,LOC101496717
Ca_06248,LOC113788080
Ca_06250,LOC101491639
Ca_06251,LOC101491317
Ca_06252,LOC101491003
Ca_06253,LOC101510023
Ca_06254,LOC101490685
Ca_06255,LOC101490362
Ca_06256,LOC101490023
Ca_06257,LOC101489702
Ca_06258,LOC101489379
Ca_06259,LOC113785730
Ca_06260,LOC101489048
Ca_06261,LOC101488501
Ca_06262,LOC101515740
Ca_06263,LOC101515405
Ca_06264,LOC101515083
Ca_06265,LOC105851802
Ca_06266,LOC101514757
Ca_06267,LOC101514224
Ca_06268,LOC101513880
Ca_06269,LOC101513570
Ca_06270,LOC101509701
Ca_06271,LOC101513241
Ca_06272,LOC101512914
Ca_06273,LOC101509057
Ca_06274,LOC101512607
Ca_06275,LOC101512054
Ca_06276,LOC101511740
Ca_06277,LOC101511407
Ca_06278,LOC101511101
Ca_06279,LOC101510775
Ca_06280,LOC101510444
Ca_06281,LOC101491205
Ca_06282,LOC101499885
Ca_06283,LOC101491205
Ca_06284,LOC101495030
Ca_06285,LOC101495802
Ca_06286,LOC101496126
Ca_06287,LOC101496675
Ca_06288,LOC101496988
Ca_06289,LOC101497769
Ca_06290,LOC101498091
Ca_06291,LOC101498428
Ca_06292,LOC101498764
Ca_06293,LOC101499089
Ca_06294,LOC101499406
Ca_06295,LOC101499711
Ca_06296,LOC101500022
Ca_06297,LOC101501202
Ca_06298,LOC101501517
Ca_06299,LOC101501833
Ca_06300,LOC101502576
Ca_06301,LOC101502894
Ca_06302,LOC101503227
Ca_06303,LOC101503544
Ca_06304,LOC101503871
Ca_06305,LOC101504190
Ca_06306,LOC101504834
Ca_06307,LOC101506879
Ca_06308,LOC101506546
Ca_06309,LOC101506215
Ca_06310,LOC101505903
Ca_06311,LOC101507209
Ca_06312,LOC101507527
Ca_06313,LOC101509007
Ca_06314,LOC101509327
Ca_06315,LOC101509641
Ca_06316,LOC101509967
Ca_06317,LOC101496014
Ca_06318,LOC101510827
Ca_06319,LOC101496351
Ca_06320,LOC101511461
Ca_06321,LOC101496678
Ca_06322,LOC113787582
Ca_06323,LOC101497974
Ca_06324,LOC101512099
Ca_06325,LOC105852283
Ca_06326,LOC101512658
Ca_06327,LOC101513295
Ca_06328,LOC101513620
Ca_06329,LOC113787115
Ca_06330,LOC105851660
Ca_06331,LOC101513948
Ca_06332,LOC101514283
Ca_06333,LOC101495031
Ca_06334,LOC101515262
Ca_06335,LOC101488336
Ca_06336,LOC101515584
Ca_06337,LOC101488660
Ca_06338,LOC101506477
Ca_06339,LOC101489216
Ca_06340,LOC101489216
Ca_06341,LOC101489855
Ca_06342,LOC101490628
Ca_06343,LOC101490953
Ca_06344,LOC101491269
Ca_06345,LOC101491785
Ca_06346,LOC101492110
Ca_06347,LOC113787582
Ca_06348,NAC51
Ca_06349,LOC101493113
Ca_06350,LOC101499287
Ca_06351,LOC101492448
Ca_06352,ARF16
Ca_06353,LOC113786976
Ca_06354,LOC101494507
Ca_06355,LOC101494823
Ca_06356,LOC101495151
Ca_06357,CYP93C3
Ca_06358,LOC101495803
Ca_06359,LOC101499605
Ca_06360,LOC101496127
Ca_06361,LOC101496785
Ca_06362,LOC101497103
Ca_06363,LOC101497434
Ca_06364,LOC101497770
Ca_06365,LOC101499910
Ca_06366,LOC113787582
Ca_06367,LOC101498092
Ca_06368,LOC101500246
Ca_06369,LOC101498429
Ca_06370,LOC101490977
Ca_06371,LOC101498765
Ca_06372,LOC101500560
Ca_06373,LOC101500874
Ca_06374,LOC101499090
Ca_06375,LOC101500985
Ca_06376,LOC101500023
Ca_06377,LOC101501298
Ca_06378,LOC101501617
Ca_06380,LOC101502577
Ca_06381,LOC113787582
Ca_06382,LOC101503092
Ca_06383,LOC101503760
Ca_06384,LOC101503421
Ca_06385,LOC101504087
Ca_06386,LOC101504393
Ca_06387,LOC101504712
Ca_06388,LOC101501204
Ca_06389,LOC101505574
Ca_06390,MAPK8
Ca_06391,LOC101506115
Ca_06392,LOC101506653
Ca_06393,LOC101506987
Ca_06394,LOC101507315
Ca_06395,LOC101507622
Ca_06396,LOC101507940
Ca_06397,LOC101508256
Ca_06398,LOC101509328
Ca_06399,LOC101509642
Ca_06400,LOC101509968
Ca_06401,LOC101510287
Ca_06402,LOC101515502
Ca_06403,LOC101495808
Ca_06404,LOC101511250
Ca_06406,LOC101511571
Ca_06407,LOC101511571
Ca_06408,LOC101512331
Ca_06409,LOC101512860
Ca_06410,LOC101513187
Ca_06411,LOC101514167
Ca_06412,LOC101510373
Ca_06413,LOC101501518
Ca_06414,LOC105852288
Ca_06415,LOC101514488
Ca_06416,LOC101515135
Ca_06417,LOC101515453
Ca_06418,LOC101515788
Ca_06419,LOC101506477
Ca_06420,LOC101488891
Ca_06421,LOC101489443
Ca_06422,LOC101489766
Ca_06423,LOC101490312
Ca_06424,LOC101490954
Ca_06425,LOC101491270
Ca_06426,LOC101492003
Ca_06427,LOC101492337
Ca_06429,LOC101493233
Ca_06430,LOC101493764
Ca_06431,LOC101494083
Ca_06432,LOC101494392
Ca_06433,LOC101506715
Ca_06434,LOC101495029
Ca_06435,LOC101495358
Ca_06436,LOC101495689
Ca_06437,LOC101496012
Ca_06438,LOC101496349
Ca_06439,LOC101496676
Ca_06440,LOC101496989
Ca_06441,LOC101497874
Ca_06442,LOC101498190
Ca_06443,LOC101498518
Ca_06444,LOC101498863
Ca_06445,LOC101499505
Ca_06446,LOC101499805
Ca_06447,LOC105851979
Ca_06448,LOC101500130
Ca_06449,LOC101501203
Ca_06450,LOC101505936
Ca_06451,LOC101501203
Ca_06452,LOC101501715
Ca_06453,LOC105851113
Ca_06454,LOC101506307
Ca_06455,LOC101502044
Ca_06456,LOC101503228
Ca_06457,LOC101503545
Ca_06458,LOC101503872
Ca_06459,LOC101504394
Ca_06460,LOC101504713
Ca_06461,LOC101505247
Ca_06462,LOC101505575
Ca_06463,LOC101505904
Ca_06464,LOC101503761
Ca_06465,LOC101506770
Ca_06466,LOC101507106
Ca_06467,LOC101507426
Ca_06468,LOC101508155
Ca_06469,LOC101508478
Ca_06470,LOC101509101
Ca_06471,LOC101491828
Ca_06472,LOC101491518
Ca_06473,LOC101508784
Ca_06474,LOC101509101
Ca_06475,LOC101509426
Ca_06476,LOC101505043
Ca_06478,LOC101510174
Ca_06479,UGT73AC1
Ca_06480,LOC101510499
Ca_06481,UGT73B14
Ca_06482,LOC101511462
Ca_06483,LOC101511787
Ca_06484,LOC101512100
Ca_06485,LOC101512430
Ca_06486,LOC101512750
Ca_06487,LOC101513076
Ca_06488,LOC101513403
Ca_06489,LOC101513716
Ca_06490,LOC101514284
Ca_06491,LOC101514604
Ca_06492,LOC101514935
Ca_06493,LOC101515263
Ca_06494,LOC101515585
Ca_06495,LOC101505358
Ca_06496,LOC101488337
Ca_06497,LOC101488661
Ca_06498,LOC101488999
Ca_06499,LOC101489326
Ca_06500,LOC101490509
Ca_06501,LOC101491059
Ca_06502,LOC101491590
Ca_06503,LOC101491900
Ca_06504,LOC101492783
Ca_06505,LOC101493114
Ca_06506,LOC101493443
Ca_06507,LOC101493765
Ca_06508,LOC101505693
Ca_06509,LOC101494393
Ca_06510,LOC101494705
Ca_06511,LOC101495475
Ca_06512,LOC101496013
Ca_06513,LOC101496350
Ca_06514,LOC113787582
Ca_06515,LOC101496677
Ca_06516,LOC101497543
Ca_06517,LOC101497213
Ca_06518,LOC101498093
Ca_06519,LOC101498430
Ca_06520,LOC101498430
Ca_06521,LOC101498766
Ca_06522,LOC101499091
Ca_06523,LOC101499407
Ca_06524,LOC101499712
Ca_06525,LOC101500024
Ca_06526,LOC101500362
Ca_06527,LOC101500673
Ca_06528,LOC101500986
Ca_06529,LOC101501299
Ca_06530,LOC101503422
Ca_06531,LOC101504088
Ca_06532,LOC101504395
Ca_06533,LOC101504714
Ca_06534,LOC101505042
Ca_06535,LOC101506654
Ca_06536,LOC101505357
Ca_06537,LOC101505357
Ca_06538,LOC101505692
Ca_06539,LOC101506015
Ca_06540,LOC101506547
Ca_06541,LOC101506880
Ca_06542,LOC101507210
Ca_06543,LOC101508156
Ca_06544,LOC101508479
Ca_06545,LOC101488458
Ca_06546,LOC101508785
Ca_06547,LOC101509102
Ca_06548,LOC101509427
Ca_06549,LOC101509753
Ca_06550,LOC101510500
Ca_06551,LOC101513608
Ca_06552,LOC101511251
Ca_06553,LOC101511572
Ca_06554,LOC101511902
Ca_06555,LOC101512556
Ca_06556,LOC101512229
Ca_06557,LOC101512861
Ca_06558,LOC101513188
Ca_06559,LOC101513717
Ca_06560,LOC101514382
Ca_06561,LOC101514053
Ca_06562,LOC101514709
Ca_06563,LOC101515034
Ca_06564,LOC101515355
Ca_06565,LOC101488780
Ca_06566,LOC101489108
Ca_06567,LOC101489444
Ca_06568,LOC101489978
Ca_06569,LOC101490313
Ca_06571,LOC113787582
Ca_06573,LOC101490630
Ca_06574,LOC101490955
Ca_06575,LOC101491470
Ca_06576,LOC101491786
Ca_06577,LOC101492670
Ca_06578,LOC101492338
Ca_06579,LOC101494085
Ca_06581,LOC101504728
Ca_06582,UGT708B1
Ca_06583,LOC113787709
Ca_06584,LOC101489670
Ca_06585,LOC101489993
Ca_06586,LOC101489344
Ca_06587,LOC101488467
Ca_06588,LOC101515706
Ca_06589,LOC101515371
Ca_06590,LOC101498111
Ca_06591,LOC101514831
Ca_06592,LOC101514512
Ca_06593,LOC101513844
Ca_06594,LOC101513316
Ca_06595,LOC101512990
Ca_06596,LOC101512449
Ca_06597,LOC101512123
Ca_06598,LOC101511811
Ca_06599,LOC101511485
Ca_06600,LOC101510961
Ca_06601,LOC101510093
Ca_06602,LOC101509777
Ca_06603,LOC101497791
Ca_06604,LOC101508494
Ca_06605,LOC101507962
Ca_06606,LOC101507638
Ca_06607,LOC101507007
Ca_06608,LOC101506465
Ca_06609,LOC101506134
Ca_06610,LOC101505823
Ca_06611,LOC101505485
Ca_06612,LOC101505171
Ca_06613,LOC101504857
Ca_06614,LOC101504544
Ca_06615,LOC101503116
Ca_06616,LOC101503442
Ca_06617,LOC101503781
Ca_06618,LOC101502796
Ca_06619,LOC101502492
Ca_06620,LOC101502178
Ca_06621,LOC101501855
Ca_06622,LOC101501321
Ca_06623,LOC101501321
Ca_06624,LOC101501005
Ca_06625,LOC101500693
Ca_06626,LOC101500382
Ca_06627,LOC101500047
Ca_06628,LOC101499305
Ca_06629,LOC101498544
Ca_06630,LOC101498214
Ca_06631,LOC101497893
Ca_06632,LOC101497122
Ca_06633,LOC101496803
Ca_06634,LOC101496257
Ca_06635,LOC101495706
Ca_06636,LOC101495379
Ca_06637,LOC101495050
Ca_06638,LOC101494725
Ca_06639,LOC101494410
Ca_06640,LOC101493783
Ca_06641,LOC101493028
Ca_06642,LOC101492692
Ca_06643,LOC101492362
Ca_06644,LOC101492024
Ca_06645,LOC101491078
Ca_06646,LOC101491393
Ca_06647,LOC101491708
Ca_06648,LOC101497123
Ca_06649,LOC101490210
Ca_06650,LOC101490752
Ca_06651,LOC101489874
Ca_06652,LOC101489556
Ca_06653,LOC101496804
Ca_06654,LOC101489231
Ca_06655,LOC101488234
Ca_06656,LOC101515480
Ca_06657,LOC101514955
Ca_06658,LOC101514624
Ca_06659,LOC101514303
Ca_06660,LOC101513969
Ca_06661,LOC101513641
Ca_06662,LOC101513315
Ca_06663,LOC101512447
Ca_06664,LOC101512769
Ca_06665,LOC101512121
Ca_06666,LOC101511809
Ca_06667,LOC101496142
Ca_06668,LOC101511483
Ca_06669,LOC101511172
Ca_06670,LOC113783890
Ca_06672,LOC101510522
Ca_06673,LOC101510190
Ca_06674,LOC101509661
Ca_06675,LOC101509021
Ca_06676,LOC101507637
Ca_06677,LOC101507330
Ca_06678,LOC101506791
Ca_06679,LOC101506231
Ca_06681,LOC101505380
Ca_06682,LOC101505058
Ca_06683,LOC101504734
Ca_06684,LOC101504414
Ca_06685,LOC101504103
Ca_06686,LOC101503780
Ca_06687,LOC101503440
Ca_06688,LOC101503114
Ca_06689,LOC101502794
Ca_06690,LOC101502491
Ca_06691,LOC101501950
Ca_06692,LOC101501638
Ca_06693,LOC101501638
Ca_06694,LOC101501105
Ca_06695,LOC101500786
Ca_06696,LOC101500470
Ca_06697,LOC105852473
Ca_06698,LOC101498786
Ca_06699,LOC101497789
Ca_06700,LOC101497459
Ca_06701,LOC101496909
Ca_06702,LOC101496585
Ca_06703,LOC101495705
Ca_06704,LOC101495378
Ca_06705,LOC101494942
Ca_06706,LOC101494628
Ca_06707,LOC101494316
Ca_06708,LOC101493995
Ca_06709,LOC101493677
Ca_06710,LOC101493357
Ca_06711,LOC101492803
Ca_06712,LOC101491076
Ca_06713,LOC101491800
Ca_06714,LOC101492129
Ca_06715,LOC101492470
Ca_06717,LOC101490430
Ca_06718,LOC101489873
Ca_06719,LOC101489555
Ca_06720,LOC101489555
Ca_06721,LOC101515479
Ca_06722,LOC101488907
Ca_06723,LOC101489230
Ca_06724,LOC101515157
Ca_06725,LOC101514622
Ca_06726,LOC101514301
Ca_06727,LOC101494521
Ca_06728,LOC101513967
Ca_06729,LOC101513639
Ca_06730,LOC101513093
Ca_06731,LOC101512767
Ca_06732,LOC101512445
Ca_06734,LOC101512119
Ca_06735,LOC101510959
Ca_06736,LOC101510304
Ca_06737,LOC101509986
Ca_06738,LOC101509660
Ca_06740,LOC101509020
Ca_06741,LOC101508703
Ca_06742,LOC101508391
Ca_06743,LOC101508078
Ca_06744,LOC101508078
Ca_06745,LOC101507450
Ca_06746,LOC101507129
Ca_06748,LOC101493889
Ca_06749,LOC101506790
Ca_06750,LOC101506464
Ca_06751,LOC105852471
Ca_06752,LOC101506133
Ca_06753,LOC101505821
Ca_06754,LOC101493571
Ca_06755,LOC101505169
Ca_06756,LOC101504856
Ca_06757,LOC101504310
Ca_06758,LOC101503779
Ca_06759,LOC101503439
Ca_06760,LOC101503113
Ca_06761,LOC101502793
Ca_06762,LOC101502490
Ca_06763,LOC101502177
Ca_06764,LOC101501318
Ca_06765,LOC101501854
Ca_06766,LOC101501002
Ca_06767,LOC101500690
Ca_06768,LOC101500379
Ca_06769,LOC101500045
Ca_06770,LOC101499521
Ca_06771,LOC101499203
Ca_06772,LOC101498881
Ca_06773,LOC101498543
Ca_06774,LOC101497990
Ca_06775,LOC101497658
Ca_06776,LOC101497232
Ca_06777,LOC101496908
Ca_06778,LOC101496584
Ca_06779,LOC101495819
Ca_06780,LOC101495492
Ca_06781,LOC101495167
Ca_06782,LOC101493569
Ca_06783,MAPK11
Ca_06784,LOC101492593
Ca_06785,LOC101492469
Ca_06786,LOC101492128
Ca_06787,LOC101491799
Ca_06788,LOC101491487
Ca_06789,LOC101490748
Ca_06790,LOC101495034
Ca_06791,UGT73F5
Ca_06792,UGT73F7
Ca_06793,UGT73F6
Ca_06794,UGT73F5
Ca_06795,LOC101489132
Ca_06796,UGT73F6
Ca_06797,LOC101515477
Ca_06798,LOC101515477
Ca_06799,LOC101488465
Ca_06800,LOC101515156
Ca_06801,LOC101513536
Ca_06802,LOC101513212
Ca_06803,LOC101512884
Ca_06804,LOC101512577
Ca_06805,LOC101512024
Ca_06806,LOC101511706
Ca_06807,LOC101511375
Ca_06808,LOC101511066
Ca_06809,LOC101510745
Ca_06810,LOC101510416
Ca_06811,LOC101509659
Ca_06812,LOC101509339
Ca_06813,LOC101509019
Ca_06814,LOC101508493
Ca_06815,LOC101507959
Ca_06816,LOC101507449
Ca_06817,LOC101507128
Ca_06818,LOC101506230
Ca_06819,LOC101506561
Ca_06820,LOC101505918
Ca_06821,LOC101505592
Ca_06822,LOC101492256
Ca_06823,LOC101491921
Ca_06824,LOC101505266
Ca_06825,LOC101504955
Ca_06826,LOC101504208
Ca_06827,LOC101503660
Ca_06828,LOC101503006
Ca_06829,LOC101503006
Ca_06830,LOC101502063
Ca_06831,LOC101501735
Ca_06832,LOC101501419
Ca_06833,LOC101501104
Ca_06834,LOC101500784
Ca_06835,LOC101500468
Ca_06836,LOC101500145
Ca_06837,LOC101498785
Ca_06838,LOC101498445
Ca_06839,LOC101498109
Ca_06840,LOC101497561
Ca_06841,LOC101491613
Ca_06842,LOC101497007
Ca_06843,LOC101497007
Ca_06844,LOC101496363
Ca_06845,LOC101496029
Ca_06846,LOC101495703
Ca_06847,LOC101495376
Ca_06848,LOC101495048
Ca_06849,LOC101494723
Ca_06850,LOC113787582
Ca_06851,LOC101494409
Ca_06852,LOC113784405
Ca_06853,LOC101494104
Ca_06854,LOC113787582
Ca_06855,LOC101493781
Ca_06856,LOC101502545
Ca_06857,LOC101493459
Ca_06858,LOC113787563
Ca_06859,LOC101503488
Ca_06860,LOC101511517
Ca_06861,LOC101501712
Ca_06862,LOC101493130
Ca_06863,LOC101490103
Ca_06864,LOC101489552
Ca_06865,LOC101488676
Ca_06866,LOC101488351
Ca_06867,LOC101515599
Ca_06868,LOC105852425
Ca_06869,LOC101514953
Ca_06870,LOC101513313
Ca_06871,LOC101513637
Ca_06872,LOC101512988
Ca_06873,LOC101512675
Ca_06874,LOC101507751
Ca_06875,LOC101507447
Ca_06876,LOC101512346
Ca_06877,AFP-CA
Ca_06878,LOC101511704
Ca_06879,LOC101511373
Ca_06880,LOC101511064
Ca_06881,LOC105852355
Ca_06882,LOC105852355
Ca_06883,LOC101510414
Ca_06884,LOC101510092
Ca_06885,LOC101509775
Ca_06886,LOC101509448
Ca_06887,LOC101509122
Ca_06888,LOC113784868
Ca_06889,LOC101507126
Ca_06890,LOC101508802
Ca_06891,LOC101508492
Ca_06892,LOC101508167
Ca_06893,LOC101506788
Ca_06894,LOC101507854
Ca_06895,LOC101507542
Ca_06896,LOC101505817
Ca_06897,LOC101507224
Ca_06898,LOC101503642
Ca_06899,NAC4
Ca_06900,LOC105852317
Ca_06901,NAC05
Ca_06902,LOC101506036
Ca_06903,LOC101505712
Ca_06904,LOC101504853
Ca_06905,LOC101505379
Ca_06906,LOC101505057
Ca_06907,LOC101504733
Ca_06908,LOC101504412
Ca_06909,LOC101504102
Ca_06910,LOC101503778
Ca_06911,LOC101502694
Ca_06912,LOC101502389
Ca_06913,LOC101501733
Ca_06914,LOC101501225
Ca_06915,LOC101500685
Ca_06916,LOC101500144
Ca_06917,LOC101499819
Ca_06918,LOC101499107
Ca_06919,LOC101490977
Ca_06920,LOC101499107
Ca_06921,LOC101498782
Ca_06922,LOC101498443
Ca_06923,LOC101497786
Ca_06924,LOC101497455
Ca_06925,LOC101497118
Ca_06926,LOC101496581
Ca_06927,LOC101496028
Ca_06928,LOC101495702
Ca_06929,LOC105852312
Ca_06930,LOC101495375
Ca_06931,LOC101495047
Ca_06932,LOC101488240
Ca_06933,LOC101503561
Ca_06934,LOC101494408
Ca_06935,LOC101494103
Ca_06936,LOC101493128
Ca_06937,LOC101492800
Ca_06938,LOC101503246
Ca_06939,LOC101489847
Ca_06940,LOC101492466
Ca_06941,LOC101513206
Ca_06942,LOC101492126
Ca_06943,LOC101491796
Ca_06944,LOC101491484
Ca_06945,LOC101510318
Ca_06946,LOC101490852
Ca_06947,LOC101490529
Ca_06948,LOC101501859
Ca_06949,LOC101490207
Ca_06950,LOC101489870
Ca_06951,LOC101489130
Ca_06952,LOC101488805
Ca_06953,LOC101488229
Ca_06954,LOC101515473
Ca_06955,LOC101515151
Ca_06956,LOC101514826
Ca_06957,LOC101514187
Ca_06958,LOC101514507
Ca_06959,LOC101513636
Ca_06960,LOC101512881
Ca_06961,LOC101512574
Ca_06962,LOC101511805
Ca_06963,LOC101511480
Ca_06964,LOC101511169
Ca_06965,LOC101510519
Ca_06966,LOC101509984
Ca_06967,LOC101509657
Ca_06968,LOC101509338
Ca_06969,LOC101508700
Ca_06970,LOC101508387
Ca_06971,LOC101507634
Ca_06972,LOC101507125
Ca_06973,LOC101493287
Ca_06974,LOC101501798
Ca_06975,UGT79B26
Ca_06976,UGT79B23
Ca_06977,UGT79B25
Ca_06978,UGT79B24
Ca_06979,LOC101505816
Ca_06980,LOC101505166
Ca_06981,LOC101493284
Ca_06982,LOC113787582
Ca_06983,LOC101504539
Ca_06984,LOC101504205
Ca_06985,LOC101503885
Ca_06986,LOC101502387
Ca_06987,LOC101502060
Ca_06988,LOC101501223
Ca_06989,LOC101501535
Ca_06990,LOC101500895
Ca_06991,LOC113784225
Ca_06992,LOC101500374
Ca_06993,LOC101500041
Ca_06994,LOC101499733
Ca_06995,LOC101499425
Ca_06996,LOC101498879
Ca_06997,LOC101498540
Ca_06998,LOC101497558
Ca_06999,LOC101497229
Ca_07000,LOC101496905
Ca_07001,LOC101496580
Ca_07002,LOC101496252
Ca_07003,LOC101513676
Ca_07004,LOC101495919
Ca_07006,LOC101499426
Ca_07007,LOC105852352
Ca_07008,LOC101495591
Ca_07009,LOC101495271
Ca_07010,LOC101494939
Ca_07011,LOC101494625
Ca_07012,LOC101493884
Ca_07013,LOC101493566
Ca_07014,LOC101495808
Ca_07015,LOC101493251
Ca_07016,LOC101492919
Ca_07017,LOC101492358
Ca_07018,LOC101492020
Ca_07019,LOC101491704
Ca_07020,LOC101491390
Ca_07021,LOC101490528
Ca_07022,LOC101498107
Ca_07023,LOC101489462
Ca_07024,LOC101489129
Ca_07025,LOC101488804
Ca_07026,LOC101503846
Ca_07027,LOC101490977
Ca_07028,LOC101488464
Ca_07029,LOC101488464
Ca_07030,LOC101491553
Ca_07031,LOC101497456
Ca_07032,LOC101515703
Ca_07033,LOC101515369
Ca_07034,LOC101515048
Ca_07035,LOC101514506
Ca_07036,LOC101513840
Ca_07037,LOC101513532
Ca_07038,LOC101512987
Ca_07039,LOC101512672
Ca_07040,LOC101512117
Ca_07041,LOC101511804
Ca_07042,LOC101511479
Ca_07043,LOC101511168
Ca_07044,LOC101497119
Ca_07045,LOC101510844
Ca_07046,LOC101510517
Ca_07047,LOC101509983
Ca_07048,LOC101496799
Ca_07049,LOC101509656
Ca_07050,LOC101509337
Ca_07051,LOC101509017
Ca_07052,LOC101508699
Ca_07053,LOC113787563
Ca_07054,LOC101508699
Ca_07055,LOC101496466
Ca_07056,LOC101507223
Ca_07057,LOC101506893
Ca_07058,LOC101506129
Ca_07059,LOC101505815
Ca_07060,LOC101505264
Ca_07061,LOC101504732
Ca_07062,LOC101504204
Ca_07063,LOC101503884
Ca_07064,LOC101503559
Ca_07065,LOC101503243
Ca_07066,LOC101502908
Ca_07067,LOC101495818
Ca_07068,LOC101502592
Ca_07069,LOC101501945
Ca_07070,LOC101501632
Ca_07071,LOC101500684
Ca_07072,LOC101500373
Ca_07073,LOC101499618
Ca_07074,LOC101499303
Ca_07075,LOC101497656
Ca_07076,LOC101496903
Ca_07077,LOC101495489
Ca_07078,LOC101512833
Ca_07079,LOC101496250
Ca_07080,LOC101496250
Ca_07081,LOC101495590
Ca_07082,LOC101495270
Ca_07083,LOC101494721
Ca_07085,LOC101494406
Ca_07086,LOC101494102
Ca_07087,LOC101493565
Ca_07088,LOC101493250
Ca_07089,LOC101494212
Ca_07090,LOC101493885
Ca_07091,LOC101492357
Ca_07092,LOC101492019
Ca_07093,LOC101491167
Ca_07094,LOC101490850
Ca_07095,LOC101490527
Ca_07096,LOC105851940
Ca_07097,LOC101490206
Ca_07098,LOC101493567
Ca_07099,LOC101489869
Ca_07100,LOC101489339
Ca_07101,LOC101488802
Ca_07102,LOC101488462
Ca_07103,LOC101515701
Ca_07104,LOC101515368
Ca_07105,LOC101515047
Ca_07106,LOC101514721
Ca_07107,LOC101514393
Ca_07108,LOC101514069
Ca_07109,LOC101513732
Ca_07110,LOC101512986
Ca_07111,LOC101512443
Ca_07112,LOC101511914
Ca_07113,LOC101511587
Ca_07115,LOC101511268
Ca_07116,LOC101510956
Ca_07117,LOC101510634
Ca_07118,LOC101510091
Ca_07119,LOC101509774
Ca_07120,LOC101509447
Ca_07121,LOC101508906
Ca_07122,LOC101508594
Ca_07123,LOC101508271
Ca_07124,LOC101507957
Ca_07125,LOC101507633
Ca_07126,LOC101507327
Ca_07127,LOC101506667
Ca_07128,LOC101507003
Ca_07129,LOC101505478
Ca_07130,LOC101505165
Ca_07131,LOC101504635
Ca_07132,LOC101513327
Ca_07133,LOC101512358
Ca_07134,LOC101503002
Ca_07135,LOC101492254
Ca_07136,LOC105852373
Ca_07137,LOC101490194
Ca_07138,LOC101490975
Ca_07139,LOC101502691
Ca_07140,LOC101501222
Ca_07141,LOC101500894
Ca_07142,LOC101493494
Ca_07143,LOC101493813
Ca_07144,LOC101494139
Ca_07145,LOC101494446
Ca_07146,LOC101488392
Ca_07147,LOC101488392
Ca_07148,LOC101494762
Ca_07149,LOC101513676
Ca_07150,LOC101495306
Ca_07151,LOC101495633
Ca_07152,LOC101497492
Ca_07153,LOC101497827
Ca_07154,LOC101498146
Ca_07155,LOC101498705
Ca_07157,LOC101499028
Ca_07158,LOC101499345
Ca_07159,LOC101499659
Ca_07160,LOC101499964
Ca_07161,LOC101500311
Ca_07162,LOC101501261
Ca_07163,LOC101501571
Ca_07164,LOC101488718
Ca_07165,LOC101502625
Ca_07166,LOC101502945
Ca_07167,LOC101503275
Ca_07168,LOC101503817
Ca_07169,LOC101504136
Ca_07170,LOC101504455
Ca_07171,LOC101504775
Ca_07172,LOC101505094
Ca_07173,LOC101505647
Ca_07174,LOC101505972
Ca_07175,LOC101506279
Ca_07176,LOC101506717
Ca_07177,LOC101507366
Ca_07178,LOC101507680
Ca_07179,LOC101508006
Ca_07180,LOC101508316
Ca_07181,LOC101508633
Ca_07183,LOC101509264
Ca_07184,LOC101509581
Ca_07185,LOC101509909
Ca_07186,LOC101489710
Ca_07187,LOC101510228
Ca_07188,LOC101489710
Ca_07189,LOC101510887
Ca_07190,LOC101511202
Ca_07191,LOC101491511
Ca_07192,LOC101511954
Ca_07193,LOC101512282
Ca_07194,LOC101512613
Ca_07195,LOC101512920
Ca_07196,LOC101513248
Ca_07197,LOC113784968
Ca_07198,LOC101513886
Ca_07199,LOC101514231
Ca_07200,LOC101514545
Ca_07201,LOC101514872
Ca_07202,LOC101515199
Ca_07203,LOC101515519
Ca_07204,LOC101488269
Ca_07205,LOC101488600
Ca_07206,LOC101488950
Ca_07207,LOC101489274
Ca_07208,LOC101489596
Ca_07209,LOC101490783
Ca_07210,LOC101491112
Ca_07211,LOC101491427
Ca_07212,LOC101491952
